"公司代號","公司簡稱","簽證會計師事務所名稱","簽證會計師","簽證會計師","核閱或查核日期","核閱或查核報告類型"
"2468","華經","勤業眾信會計師事務所","郭俐雯","陳忠勤","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2471","資通","資誠會計師事務所","陳順發","翁世榮","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2472","立隆電子","致 遠 會 計 師 事 務 所","林奇威","嚴文筆","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2474","可成科技","勤業眾信 會 計 師 事 務 所","李 季 珍","曾 光 敏","2006/04/13","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2475","華映","致遠會計師事務所","林榮裕","戴興鉦","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2476","鉅祥","致 遠 會 計 師 事 務 所","楊建國","張庭銘","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2477","美隆電","大中國際聯合會計師事務所","林月霞","李聰明","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2478","大毅","安侯建業會計師事務所","蔡松棋","劉柏松","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2480","敦陽科技","致遠 聯 合 會 計 師 事 務 所","楊建國 (YYY代表會計?","張庭銘 (YYY代表會計?","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2481","強茂","致 遠 會 計 師 事 務 所","侯榮顯","蔡清典","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2482","連宇","安侯建業會計師事務所","王清松","羅子強","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2483","百容","敬 業 會 計 師 事 務 所","王日春會計師","黃智敏會計師","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2484","希華","致遠會計師事務所","林鴻光","游朝堂","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2485","兆赫電子","資誠會計師事務所","陳美姿","張明輝","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2486","一詮精密","致 遠 會 計 師 事 務 所","阮呂艷","黃學平","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2488","漢平","建興聯合會計師事務所","劉吉雄","謝仁耀","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2489","瑞軒","資誠會計師事務所","吳漢期","吳郁隆","2006/04/25","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"2491","吉祥全","資 信 聯 合 會 計 師 事 務 所","陳榮華","姜言馨","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2492","華新科","勤業眾信會計師事務所","余  鴻  賓","盧  啟  昌 　","2006/04/14","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"2493","揚博科技","資誠會計師事務所","王嘉瑜","張明輝","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2495","普安","安侯建業會計師事務所","林賢郎","江忠儀","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2496","卓越成功","資誠會計師事務所","曾國華","王偉臣","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2497","怡利電子","致遠會計師事務所","游朝堂","�s清淵","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2498","宏達電","勤業眾信會計師事務所","王自軍","賴冠仲","2006/04/13","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2499","東貝光電","勤 業 眾 信 會 計 師 事 務 所","郭俐雯","戴信維","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2501","國建","致遠會計師事務所","徐榮煌","賴明陽","2006/04/14","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"2504","國產","保全會計師事務所","楊演松","王子鏘","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2505","國揚實業","資信聯合會計師事務所","陳榮華","黃增國","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2506","太設","安侯建業會計師事務所","賴麗真","張淑瑩","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2509","全坤建","安侯建業會計師事務所","陳嘉修","林瞳","2006/04/14","??????????"??????????"標準式無保留核閱報告 "
"2511","太子","資誠會計師事務所","洪麗蓉","林億彰","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2514","龍邦國際","安侯建業會計師事務所","陳君滿","張字信","2006/04/30","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2515","中工","勤 業 眾 信 會 計 師 事 務 所","李東峰","林安惠","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2516","新建","安侯建業會計師事務所","林瞳","陳嘉修","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2520","冠德","安侯建業會計師事務所","林瞳","陳嘉修","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2524","京城","調和聯合會計師事務所","卓傳陣","陳良銘","2006/04/19","??????????"??????????"標準式無保留核閱報告 "
"2527","宏璟","勤業眾信會計師事務所","張日炎","陳慧銘","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2528","皇普建設","建鴻會計師事務所","楊矗烽","辜錦章","2006/04/13","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2530","華建","調 和 聯 合 會 計 師 事 務 所","郭 思 琪","吳 昆 益","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2534","宏盛","惠眾會計師事務所","李伯承","盧聯生","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2535","達工","勤業眾信會計師事務所","林安惠","陳清祥","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2536","宏普建設","致遠會計師事務所","洪慶山","陳添益","2006/04/13","??????????"??????????"標準式無保留核閱報告 "
"2537","聯上開發","安 侯 建 業 會 計 師 事 務 所","賴麗真","張淑瑩","2006/04/27","??????????"??????????"修正式無保留核閱報告--繼續經營假設有疑慮"
"2538","基泰建設","眾智聯合會計師事務所","吳金地","王國華","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2539","櫻花建設","立本台灣聯合會計師事務所","陶鴻文","曾炳霖","2007/12/05","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2540","愛山林","霈 昇 會 計 師 事 務 所","吳瑞卿","林育雅","2006/04/18","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益、其他"
"2542","興富發","安侯建業會計師事務所","林瞳","陳嘉修","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2543","皇昌營造","霈昇會計師事務所","王引凡","林育雅","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2545","皇翔","安侯建業會計師事務所","陳嘉修","林瞳","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2546","根基","安 侯 建 業 會 計 師 事 務 所","林瞳","陳嘉修","2006/04/15","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2547","日勝","南 台 聯 合 會 計 師 事 務 所","張蔚誠","謝婉麗","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2548","華固建設","資誠會計師事務所","陳美姿","張明輝","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"2601","益航","安侯建業會計師事務所","張淑瑩","賴麗真","2006/04/27","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2603","長榮海運","致 遠 會 計 師 事 務 所","賴宗羲","李秀玲","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2605","新興","資誠會計師事務所","李燕松","王輝賢","2006/04/28","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"2606","裕民","勤業眾信會計師事務所","范有偉","戴信維","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2607","榮運","致遠會計師事務所","賴宗羲","李秀玲","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2608","嘉里大榮","建 智 聯 合 會 計 師 事 務 所","紀敏滄","陳貴端","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2609","陽明海運","勤 業 眾 信 會 計 師 事 務 所","林安惠","魏永篤","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2610","華航","勤 業 眾 信 會 計 師 事 務 所","黃瑞展","張日炎","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2611","志信","勤業眾信會計師事務所","李東峰","張敬人","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2612","中航","安侯建業會計師事務所","顏幸福","羅瑞蘭","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2613","中櫃","致 遠 會 計 師 事 務 所","黃敏全","何志儒","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2614","東森","致遠會計師事務所","阮呂艷","何志儒","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2615","萬海","安侯建業會計師事務所","方燕玲","王清松","2006/04/24","??????????"??????????"修正式無保留核閱報告--採用其他會計師查核且欲區分責任、會計原則變動"
"2616","山隆通運","安侯建業會計師事務所","顏幸褔","黃耀明","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2617","台航","勤業眾信會計師事務所","許秀明","邵志明","2006/04/19","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"2618","長榮航空","安 侯 建 業 會 計 師 事 務 所","羅子強","陳雅琳","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"



"2701","萬企","勤業眾信會計師事務所","陳麗琦","張日炎","2006/04/18","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2702","華園","資誠會計師事務所","林億彰","洪麗蓉","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2704","國賓","致遠會計師事務所","何志儒","阮呂艷","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2705","六福","勤業眾信會計師事務所","王錦燕","李麗凰","2006/04/22","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"2706","第一店","勤業眾信會計師事務所","陳麗琦","魏永篤","2006/04/19","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2707","晶華酒店","資誠會計師事務所","蔡金拋","王照明","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"






"2801","彰化銀行","勤業眾信會計師事務所","蔡宏祥","翁榮隨","2006/04/28","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2809","京城銀行","致遠會計師事務所","黃崇輝","潘愛華","2006/04/26","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2812","台中銀行","勤業眾信會計師事務所","王自軍","徐文亞","2006/04/14","???????"???????"保留式核閱報告--其他"
"2816","旺旺保險","致遠會計師事務所","黃敏全","鄭戊水","2007/05/23","??????????"??????????"修正式無保留核閱報告--繼續經營假設有疑慮、會計原則變動、欲強調某一事項"
"2820","華票","勤業眾信會計師事務所","楊明哲","陳麗琦","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2823","中壽","致遠會 計 師 事 務 所","鄭純農","賴宗羲","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2832","台產","勤 業 眾 信 會 計 師 事 務 所","陳昭鋒","楊民賢","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2834","臺灣企銀","安侯建業會計師事務所","丁玉山","楊柳鋒","2006/04/21","???????"???????"保留式核閱報告--其他"
"2836","高銀","建興聯合會計師事務所","蘇炳章","蔡淑滿","2006/04/26","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"2838","聯邦銀行","勤業眾信會計師事務所","黃瑞展","吳怡君","2006/04/21","??????????"??????????"修正式無保留核閱報告--採用其他會計師查核且欲區分責任"
"2841","台灣土地","安侯建業會計師事務所","陳嘉修","林瞳","2006/04/25","??????????"??????????"修正式無保留核閱報告--繼續經營假設有疑慮"
"2845","遠東商銀","勤業眾信會計師事務所","王小蕙","郭慈容","2006/04/21","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2849","安泰銀行","勤業眾信會計師事務所","張日炎 會計師","楊明哲 會計師","2006/04/28","???????"???????"保留式核閱報告--其他"
"2850","新產","致 遠 會 計 師 事 務 所","鄭純農","傅文芳","2006/04/27","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2851","中再保","致遠會計師事務所","鄭純農","賴宗羲","2006/04/25","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2852","第一保","勤 業 眾 信  會 計 師 事 務 所","陳杰忠","涂三遷","2006/04/20","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2855","統一證券","資誠會計師事務所","王嘉瑜","蕭金木","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2856","元富證券","致遠會計師事務所","王金來","張嵐菁","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"














"2901","欣欣大眾","正風聯合會計師事務所","賴永吉會計師","丁鴻勛會計師","2006/04/18","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"
"2903","遠百","勤 業 眾 信 會 計 師 事 務 所","吳恩銘","葉淑娟","2006/04/18","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"2904","匯僑","資誠會計師事務所","陳永清","黎昌州","2006/04/20","??????????"??????????"標準式無保留核閱報告 "
"2905","三商","立本台灣聯合會計師事務所","張書成","柯國全","2006/04/16","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2906","高林實","安 侯 建 業 會 計 師 事 務 所","林秀玉","陳朝振","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2908","特力","勤 業 眾 信 會 計 師 事 務 所","余鴻賓","盧啟昌","2005/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2910","統領","勤業眾信會計師事務所","郭慈容","黃秀椿","2006/04/18","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"2911","麗嬰房","勤業眾信會計師事務所","施景彬","葉淑娟","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2912","統一超","資誠會計師事務所","林東翹","陳美姿","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2913","台灣農林","安 侯 建 業 會 計 師 事 務 所","柳金堂","羅瑞蘭","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"2915","潤泰全球","勤業眾信會計師事務所","林文欽","余鴻賓","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"


"3002","歐格電子","勤業眾信會計師事務所","吳恩銘","卓明信","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3003","健和興","致遠會計師事務所","游朝堂","涂清淵","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3004","豐達科技","資 誠 會 計 師 事 務 所","蕭 金 木","薛 守 宏","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3005","神基科技","資誠會計師事務所","劉銀妃","溫芳郁","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3006","晶豪科技","資誠會計師事務所","林玉寬","王偉臣","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益、其他"
"3008","大立光","安 侯 建 業 會 計 師 事 務 所","吳傳銓","張字信","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3010","華立","勤業眾信會計師事務所","吳秋燕","郭麗園","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3011","今皓","勤業眾信會計師事務所","張敬人","李東峰","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3013","晟銘電子","安侯建業會計師事務所","區耀軍","黃耀明","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3014","聯陽","致 遠 會 計 師 事 務 所","葉惠心","王金來","2006/04/13","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3015","全漢","安侯建業會計師事務所","關春修","呂莉莉","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3016","嘉晶","資 誠 會 計 師 事 務 所","林玉寬","王偉臣","2006/04/25","??????????"??????????"標準式無保留核閱報告 "
"3017","奇鋐科技","致遠會計師事務所","吳健源","黃崇輝","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3018","同開科技","致遠會計師事務所","鄧泗堂","吳麗玉","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3019","亞洲光學","勤業眾信會計師事務所","呂惠民","成德潤","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3021","鴻名企業","謙 和 會 計 師 事 務 所","張仕奇","莊俊華","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3022","威強電","勤業眾信會計師事務所","林淑婉","王小蕙","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3023","信邦電子","致遠會計師事務所","林鴻光","林奇威","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3024","憶聲電子","資誠會計師事務所","吳漢期","吳郁隆","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3025","星通","勤業眾信會計師事務所","黃裕峰","黃鴻文","2006/04/22","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3026","禾伸堂","安 侯 建 業 會 計 師 事 務 所","林恒昇","蔡松棋","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3027","盛達電業","勤 業 眾 信 會 計 師 事 務 所","黃海悅","林谷同","2006/04/24","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"3028","增你強","資誠會計師事務所","杜佩玲","王照明","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3029","零壹科技","勤業眾信會計師事務所","林文欽","盧啟昌","2006/04/22","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3030","德律科技","資 誠 會 計 師 事 務 所","黎昌州","葉冠妏","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3031","佰鴻工業","安 侯 建 業 會 計 師 事 務 所","顏幸福","區耀軍","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3032","偉訓科技","勤業眾信會 計 師 事 務 所","李季珍 (YYY代表會計?","黃李松 (YYY代表會計?","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3033","威健","安侯建業會計師事務所","黃耀明","區耀軍","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3034","聯詠","致遠  會 計 師 事 務 所","葉惠心","黃益輝","2006/04/07","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3035","智原","致遠會計師事務所","黃益輝","王金來","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3036","文曄科技","資誠會計師事務所","徐永堅","支秉鈞","2006/04/21","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"3037","欣興電子","資誠會計師事務所","陳永清","黎昌州","2006/04/09","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3038","全台","安侯建業會計師事務所","陳國宗","方惠玲","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3040","遠見","勤業眾信會計師事務師","郭俐雯","陳忠勤","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3041","揚智","致遠會計師事務所","楊建國","張庭銘","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3042","晶技","勤 業 眾 信 會 計 師 事 務 所","賴國旺","鄧治萍","2006/04/28","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"3043","科風","德 昌 聯 合 會 計 師 事 務 所","林建邦 (YYY代表會計?","詹誠一 (YYY代表會計?","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3044","健鼎科技","勤 業 眾 信 會 計 師 事 務 所","林谷同","涂三遷","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3045","台灣大","勤 業 眾 信 會 計 師 事 務 所","范有偉","郭俐雯","2006/04/12","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"3046","建碁","安 侯 建 業 會 計 師 事 務 所","張嘉信","羅子強","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3047","訊舟科技","霈昇會計師事務所","吳瑞卿","王引凡","2006/04/25","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3048","益登","勤業眾信會計師事務所","林安惠","陳清祥","2006/04/19","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"3049","和鑫","致 遠 會 計 師 事 務 所","楊文安","佟韻玲","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3050","鈺德科技","致遠會計師事務所","佟韻玲會計師","黃素珍會計師","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3051","力特光電","勤業眾信會計師事務所","范有偉","戴信維","2006/04/14","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"3052","夆典","勤業眾信會計師事務所","陳 杰 忠","林谷同","2006/04/29","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3054","立萬利","資誠會計師事務所","葉冠妏","支秉鈞","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3055","蔚華科技","致 遠 聯 合 會 計 師 事 務 所","楊建國","黃益輝","2006/04/14","???????"???????"保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益"
"3056","總太地產","安侯建業 會 計 師 事 務 所","吳惠蘭","魏興海","2006/04/27","??????????"??????????"標準式無保留核閱報告 "
"3057","喬鼎資訊","勤業眾信會計師事務所","黃裕峰","黃樹傑","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3058","立德電子","致 遠 會 計 師 事 務 所","楊智惠","李明昱","2006/04/17","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3059","華晶科技","資誠會計師事務所","林玉寬","劉銀妃","2006/04/26","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3060","銘異","安侯建業會計師事務所","黃耀明","吳美萍","2006/04/19","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3062","建漢科技","致 遠 會 計 師 事 務 所","洪  慶  山","陳  添  益","2006/04/21","???????"???????"保留式核閱報告--適用新公報、其他"
"3090","日電貿","勤業眾信會計師事務所","卓明信","吳恩銘","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"3130","一零四","安侯建業會計師事務所","關春修會計師","呂莉莉會計師","2006/04/24","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"



"3189","景碩科技","致 遠 會 計 師 事 務 所","洪茂益","楊建國","2006/04/12","??????????"??????????"修正式無保留核閱報告--會計原則變動"
"3209","全科","勤業眾信會計師事務所","張清福","蔡振財","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3229","晟鈦","安侯建業會計師事務所","吳清堅","李枋儀","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3231","緯創","安 侯 建 業 會 計 師 事 務 所","張 嘉 信","羅 子 強","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"3266","昇陽建設","安侯建業會計師事務所","王清松","林恒昇","2006/04/21","??????????"??????????"標準式無保留核閱報告 "
"3296","勝德國際","致遠會計師事務所","李明昱","陳慕賢","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3305","昇貿科技","安侯建業會計師事務所","江忠儀","黃素貞","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"3311","閎暉","勤 業 眾 信 會 計 師 事 務 所","蔡振財","陳清祥","2006/04/12","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3312","弘憶國際","勤業眾信會計師事務所","林安惠","陳清祥","2006/04/21","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"



"3356","奇偶科技","勤 業 眾 信 會 計 師 事 務 所","戴 信 維","郭 俐 雯","2006/04/20","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3376","新日興","勤 業 眾 信 會 計 師 事 務 所","龔雙雄","徐文亞","2006/04/12","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
"3380","明泰科技","安侯建業會計師事務所","魏興海","吳傳銓","2006/04/18","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"

"3406","玉晶光","致遠會計師事務所","游朝堂","嚴文筆","2006/04/14","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"






"3450","聯鈞","勤 業 眾 信 會 計 師 事 務 所","張耿禧","涂三遷","2006/04/21","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"

"3474","華亞科","安侯建業會計師事務所","吳秋華","李慈慧","2006/04/24","??????????"??????????"修正式無保留核閱報告--欲強調某一事項"








































"3701","大眾投控","勤 業 眾 信 會 計 師 事 務 所","楊民賢","徐文亞","2006/04/28","???????"???????"保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益"
