年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014/01,1560,中砂,1027705,715486,312219,--,--,312219,125938,--,186281,-1967,184314,31589,152725,--,--,152725,49,--,152774,--,--,--,--,--,--,1.08
2014/01,1568,倉佑,523749,430640,93109,--,--,93109,45031,158,48236,121,48357,8658,39699,-48,--,39651,603,--,40254,39616,--,35,40448,--,-194,0.43
2014/01,1582,信錦,1980348,1562168,418180,--,--,418180,238941,--,179239,11351,190590,64618,125972,--,--,125972,75561,--,201533,125972,--,0,201533,--,0,0.84
2014/01,1583,程泰,1624918,1200290,424628,--,--,424628,250018,--,174610,26129,200739,37704,163035,--,--,163035,1662,--,164697,116554,--,46481,118383,--,46314,1.20
2014/01,1589,F-永冠,1636341,1145149,491192,--,--,491192,196961,--,294231,-26766,267465,59153,208312,--,--,208312,76741,--,285053,208312,--,--,285053,--,--,2.06
2014/01,1590,F-亞德,1831620,800393,1031227,--,--,1031227,472796,--,558431,-18338,540093,154295,385798,--,--,385798,-27247,--,358551,381495,--,4303,354232,--,4319,2.24
2014/01,1603,華電,709783,616156,93627,--,--,93627,44275,4866,54218,-9974,44244,10470,33774,--,--,33774,5875,--,39649,33774,--,0,39653,--,-4,0.12
2014/01,1604,聲寶,2543884,2012170,531714,--,--,531714,504830,--,26884,137478,164362,1868,162494,--,--,162494,52589,--,215083,161876,--,618,214465,--,618,0.31
2014/01,1605,華新,37069680,35895086,1174594,3781,--,1170813,992439,--,178374,-390353,-211979,-21007,-190972,--,--,-190972,717587,--,526615,-177084,--,-13888,513824,--,12791,-0.05
2014/01,1608,華榮,2494882,2481233,13649,--,--,13649,49730,--,-36081,1716,-34365,-5230,-29135,--,--,-29135,102594,--,73459,-4429,--,-24706,94660,--,-21201,-0.01
2014/01,1609,大亞電線,3741337,3579435,161902,--,--,161902,225045,--,-63143,10251,-52892,-1504,-51388,--,--,-51388,147479,--,96091,-49120,--,-2268,92117,--,3974,-0.09
2014/01,1611,中電,749942,557807,192135,0,760,192895,147636,--,45259,-37001,8258,6089,2169,--,--,2169,19884,--,22053,2463,--,-294,22347,--,-294,0.01
2014/01,1612,宏泰,1157110,1083808,73302,--,--,73302,50620,--,22682,78695,101377,9611,91766,--,--,91766,-29488,--,62278,92296,--,-530,62808,--,-530,0.28
2014/01,1613,台一,10311508,10112242,199266,--,--,199266,151271,--,47995,-163762,-115767,-18392,-97375,--,--,-97375,-26213,--,-123588,-97983,--,608,-124078,--,490,-0.43
2014/01,1614,三洋電,1038262,873016,165246,--,--,165246,153802,--,11444,-3911,7533,617,6916,--,--,6916,-6048,--,868,6222,--,694,174,--,694,0.02
2014/01,1615,大山,651927,628606,23321,--,--,23321,26625,--,-3304,42747,39443,3312,36131,--,--,36131,357,--,36488,36131,--,--,36488,--,0,0.32
2014/01,1616,億泰,1045092,1031657,13435,--,--,13435,55738,--,-42303,-81283,-123586,-21001,-102585,--,--,-102585,13473,--,-89112,-102585,--,--,-89112,--,--,-0.54
2014/01,1617,榮星電線,856429,790924,65505,--,--,65505,56374,--,9131,13044,22175,1567,20608,--,--,20608,-6760,--,13848,20641,--,-33,13748,--,100,0.14
2014/01,1618,合機公司,607848,599482,8366,--,--,8366,28281,--,-19915,4923,-14992,-1448,-13544,--,--,-13544,-6956,--,-20500,-13544,--,0,-20500,--,0,-0.06
2014/01,1626,F-艾美,2823236,2339919,483317,12454,12405,483268,559663,0,-76395,-182660,-259055,-22505,-236550,--,--,-236550,33539,--,-203011,-236550,0,--,-203011,--,--,-1.93
2014/01,1701,中化,1362421,942089,420332,--,--,420332,339076,--,81256,7301,88557,19279,69278,--,--,69278,-11656,--,57622,68835,--,443,57287,--,335,0.23
2014/01,1702,南僑化工,3362458,2266491,1095967,--,--,1095967,766579,--,329388,-18433,310955,95375,215580,--,--,215580,19617,--,235197,209263,--,6317,229574,--,5623,0.84
2014/01,1704,榮化,11619627,11462498,157129,--,--,157129,646335,--,-489206,63650,-425556,31016,-456572,--,--,-456572,287781,--,-168791,-229955,--,-226617,57546,--,-226337,-0.27
2014/01,1707,葡萄王,1389503,155676,1233827,--,--,1233827,891835,--,341992,8938,350930,62226,288704,--,--,288704,335,--,289039,194612,--,94092,194947,--,94092,1.49
2014/01,1708,東鹼,1018508,702742,315766,--,--,315766,120950,--,194816,17973,212789,35300,177489,--,--,177489,20748,--,198237,175878,--,1611,196626,--,1611,1.06
2014/01,1709,和益化工,3048187,2742482,305705,--,--,305705,188632,--,117073,13600,130673,26124,104549,--,--,104549,3872,--,108421,97865,--,6684,101737,--,6684,0.23
2014/01,1710,東聯,3604228,3209217,395011,--,--,395011,142526,--,252485,-202478,50007,1537,48470,--,--,48470,-47676,--,794,48748,--,-278,14034,--,-13240,0.06
2014/01,1711,永光化學,2342416,1771499,570917,--,--,570917,356575,0,214342,23566,237908,39249,198659,--,--,198659,149695,--,348354,191575,--,7084,339256,--,9098,0.40
2014/01,1712,興農,4343229,3277280,1065949,--,--,1065949,879531,--,186418,58222,244640,39859,204781,--,--,204781,23887,--,228668,203737,--,1044,227624,--,1044,0.61
2014/01,1713,國化,170240,140796,29444,--,--,29444,15100,--,14344,5061,19405,2782,16623,--,--,16623,-611,--,16012,--,--,--,--,--,--,0.11
2014/01,1714,和桐化學,13936750,13204534,732216,--,--,732216,539108,--,193108,-50696,142412,60008,82404,--,--,82404,-5553,--,76851,116639,--,-34235,104764,--,-27913,0.13
2014/01,1715,萬洲化學,2703935,2369053,334882,--,--,334882,229242,--,105640,45482,151122,26650,124472,--,--,124472,-1471,--,123001,114920,--,9552,118975,--,4026,0.30
2014/01,1717,長興材料,8777830,7192617,1585213,--,--,1585213,1105478,--,479735,1298,481033,125667,355366,--,--,355366,-54015,--,301351,351914,--,3452,298228,--,3123,0.35
2014/01,1720,生達化學,798179,447562,350617,--,--,350617,249693,--,100924,11802,112726,19866,92860,0,--,92860,18056,--,110916,96072,--,-3212,114128,--,-3212,0.54
2014/01,1721,三晃,445539,404363,41176,--,--,41176,40390,--,786,7743,8529,0,8529,--,--,8529,1451,--,9980,8529,--,--,9980,--,--,0.10
2014/01,1722,台肥,3520498,3538604,-18106,--,--,-18106,293317,--,-311423,424011,112588,9084,103504,--,--,103504,164189,--,267693,103504,--,--,267693,--,--,0.11
2014/01,1723,中碳,2390796,1579538,811258,--,--,811258,108431,--,702827,39130,741957,111031,630926,--,--,630926,-54036,--,576890,631567,--,-641,577870,--,-980,2.74
2014/01,1724,台硝,188427,187620,807,--,--,807,25645,2381,-22457,27199,4742,616,4126,--,--,4126,1263,--,5389,4126,--,0,5389,--,0,0.03
2014/01,1725,元禎,2380445,2300282,80163,--,--,80163,53160,--,27003,10750,37753,6339,31414,--,--,31414,-36060,--,-4646,31414,--,0,-4646,--,0,0.17
2014/01,1726,永記造漆,2009469,1415414,594055,--,--,594055,223039,3188,374204,-28259,345945,89234,256711,--,--,256711,23676,--,280387,256711,--,0,280387,--,0,1.58
2014/01,1727,中華化學,470824,397370,73454,0,0,73454,45544,--,27910,-1361,26549,4400,22149,--,--,22149,-214,--,21935,21972,--,177,21804,--,131,0.22
2014/01,1729,必翔實業,228730,172319,56411,--,--,56411,80734,--,-24323,9574,-14749,-8977,-5772,--,--,-5772,15282,--,9510,1104,--,-6876,16123,--,-6613,0.01
2014/01,1730,花仙子,350077,193516,156561,--,--,156561,134253,--,22308,4957,27265,5789,21476,--,--,21476,5939,--,27415,21476,0,--,27415,0,--,0.40
2014/01,1731,美吾華,296013,158615,137398,--,--,137398,113749,10,23659,-852,22807,4447,18360,--,--,18360,-1663,--,16697,18360,--,--,16697,--,--,0.14
2014/01,1732,毛寶,141971,85475,56496,--,--,56496,51712,--,4784,421,5205,1427,3778,--,--,3778,1293,--,5071,3778,--,--,5071,--,--,0.09
2014/01,1733,五鼎,423222,309225,113997,--,--,113997,54100,--,59897,12345,72242,10113,62129,--,--,62129,517,--,62646,62265,--,-136,62784,--,-138,0.63
2014/01,1734,杏輝藥品,679577,410726,268851,--,--,268851,205289,--,63562,16169,79731,25925,53806,--,--,53806,45418,--,99224,60912,--,-7106,82474,--,16750,0.41
2014/01,1735,日勝化,1003981,886912,117069,--,--,117069,106295,--,10774,-14048,-3274,4305,-7579,--,--,-7579,6914,--,-665,-1646,--,-5933,5471,--,-6136,-0.02
2014/01,1736,喬山健康,3662531,2028261,1634270,--,--,1634270,1407457,--,226813,121123,347936,63934,284002,--,--,284002,65242,--,349244,283890,--,112,349132,--,112,1.41
2014/01,1737,臺鹽,628615,410310,218305,--,--,218305,176228,-277,41800,45231,87031,10282,76749,--,--,76749,1788,--,78537,76749,--,--,78537,--,--,0.38
2014/01,1762,中化合成,249223,168744,80479,--,--,80479,69894,--,10585,3602,14187,2367,11820,--,--,11820,1562,--,13382,11812,--,8,13357,--,25,0.15
2014/01,1773,勝一化工,1749982,1489702,260280,--,--,260280,139390,--,120890,26307,147197,23750,123447,--,--,123447,-3081,--,120366,123447,--,0,120366,--,0,0.92
2014/01,1783,和康生技,61057,32423,28634,--,--,28634,28296,--,338,2468,2806,342,2464,--,--,2464,33,--,2497,2464,--,--,2497,--,--,0.04
2014/01,1786,科妍,37647,18044,19603,--,--,19603,22726,--,-3123,4235,1112,0,1112,--,--,1112,--,--,1112,1112,--,--,1112,--,--,0.02
2014/01,1789,台灣神隆,1097245,664187,433058,--,--,433058,250494,--,182564,2466,185030,19685,165345,--,--,165345,-3599,--,161746,165345,--,0,161746,--,0,0.24
2014/01,1802,台玻,9104030,8444620,659410,--,--,659410,1304460,1842,-643208,-809945,-1453153,-8176,-1444977,--,--,-1444977,572794,--,-872183,-1306719,--,-138258,-785691,--,-86492,-0.55
2014/01,1805,寶徠,684128,583739,100389,--,--,100389,51162,--,49227,-349,48878,0,48878,--,--,48878,0,--,48878,48878,--,0,48878,--,0,0.61
2014/01,1806,冠軍,1315692,983316,332376,--,--,332376,366887,--,-34511,-30045,-64556,24508,-89064,--,--,-89064,-21124,--,-110188,-89064,--,0,-110188,--,0,-0.20
2014/01,1808,潤隆,260484,174380,86104,--,--,86104,63648,--,22456,-9270,13186,920,12266,--,--,12266,--,--,12266,--,--,--,--,--,--,0.07
2014/01,1809,中釉,771522,629724,141798,0,0,141798,124990,3625,20433,3341,23774,11467,12307,0,--,12307,1538,--,13845,21179,--,-8872,27037,--,-13192,0.11
2014/01,1810,和成,1322733,1002387,320346,--,--,320346,330786,--,-10440,25578,15138,5079,10059,--,--,10059,74592,--,84651,10297,--,-238,84445,--,206,0.03
2014/01,1817,凱撒衛浴,390448,273457,116991,--,--,116991,80751,--,36240,1730,37970,6878,31092,--,--,31092,12318,--,43410,31092,--,--,43410,--,--,0.43
2014/01,1902,台紙,1510999,1393102,117897,--,--,117897,159028,--,-41131,29274,-11857,3071,-14928,--,--,-14928,47532,--,32604,-19335,--,4407,20564,--,12040,-0.05
2014/01,1903,士紙,364313,349786,14527,--,--,14527,59325,--,-44798,-74771,-119569,0,-119569,--,--,-119569,-24830,--,-144399,-119569,--,0,-144399,--,0,-0.46
2014/01,1904,正隆,9844481,8371737,1472744,--,--,1472744,1630421,--,-157677,-338070,-495747,-13520,-482227,--,--,-482227,31835,--,-450392,-211145,--,-271082,-195411,--,-254981,-0.20
2014/01,1905,華紙,5161187,4890457,270730,--,--,270730,378578,32022,-75826,39180,-36646,371,-37017,--,--,-37017,883475,--,846458,-39597,0,2580,811322,--,35136,-0.03
2014/01,1906,寶隆,97274,79565,17709,--,--,17709,18946,--,-1237,132553,131316,--,131316,--,--,131316,-100581,--,30735,121874,--,9442,37569,--,-6834,0.82
2014/01,1907,永豐餘,14076403,12031700,2044703,--,--,2044703,2028613,32022,48112,-295776,-247664,72019,-319683,--,--,-319683,7615292,--,7295609,-333763,--,14080,6909640,--,385969,-0.20
2014/01,1909,榮成,6434613,5218316,1216297,--,--,1216297,647167,--,569130,-603288,-34158,-2035,-32123,--,--,-32123,-120372,--,-152495,-15158,--,-16965,-131770,--,-20725,-0.02
2014/01,2002,中鋼,92415530,84306926,8108604,--,0,8108604,3382972,--,4725632,347460,5073092,795698,4277394,--,--,4277394,830299,--,5107693,3628539,--,648855,4234696,--,872997,0.24
2014/01,2006,東和鋼鐵,8365359,7633222,732137,--,--,732137,357373,--,374764,116102,490866,62687,428179,--,--,428179,-91553,--,336626,431553,--,-3374,339255,--,-2629,0.43
2014/01,2007,燁興公司,1367471,1430020,-62549,--,--,-62549,59760,--,-122309,-43788,-166097,1983,-168080,--,--,-168080,1215,--,-166865,-168080,--,0,-166865,--,0,-0.27
2014/01,2008,高興昌,350061,373208,-23147,--,--,-23147,31547,--,-54694,177,-54517,0,-54517,--,--,-54517,-6604,--,-61121,--,--,--,--,--,--,-0.20
2014/01,2009,第一伸銅,981798,990975,-9177,--,--,-9177,16068,--,-25245,-17080,-42325,-4170,-38155,--,--,-38155,15708,--,-22447,--,--,--,--,--,--,-0.11
2014/01,2010,春源鋼鐵,4607667,4295115,312552,--,--,312552,231578,--,80974,22582,103556,14789,88767,--,--,88767,-36246,--,52521,92995,--,-4228,75647,--,-23126,0.14
2014/01,2012,春雨,2074625,1705862,368763,--,--,368763,280784,--,87979,-13630,74349,25685,48664,--,--,48664,-26938,--,21726,28813,--,19851,-2233,--,23959,0.11
2014/01,2013,中鋼構,4345270,4171043,174227,--,--,174227,106670,--,67557,10946,78503,10343,68160,--,--,68160,-17032,--,51128,68160,--,--,51128,--,--,0.35
2014/01,2014,中鴻,9989941,9517262,472679,--,--,472679,260732,--,211947,-57155,154792,205,154587,--,--,154587,-186349,--,-31762,154587,--,--,-31762,--,--,0.11
2014/01,2015,豐興鋼鐵,7379818,6789801,590017,--,--,590017,183156,--,406861,39553,446414,70858,375556,--,--,375556,-3550,--,372006,375556,--,0,372006,--,0,0.65
2014/01,2017,官田鋼,1468645,1417153,51492,--,--,51492,85423,--,-33931,-8512,-42443,2589,-45032,--,--,-45032,-5177,--,-50209,-54801,--,9769,-59978,--,9769,-0.14
2014/01,2020,美亞鋼管,1334173,1214804,119369,--,--,119369,65315,--,54054,-68848,-14794,13093,-27887,--,--,-27887,2730,--,-25157,-34962,--,7075,-38552,--,13395,-0.13
2014/01,2022,聚亨,2291638,2159167,132471,--,--,132471,120814,--,11657,46583,58240,3512,54728,--,--,54728,183196,--,237924,39227,--,15501,231368,--,6556,0.07
2014/01,2023,燁輝,14739344,13656114,1083230,--,--,1083230,720316,--,362914,-248561,114353,75883,38470,--,--,38470,56746,--,95216,119517,--,-81047,161585,--,-66369,0.07
2014/01,2024,志聯工業,419787,372864,46923,--,--,46923,23281,--,23642,-1533,22109,0,22109,-2314,--,19795,-2181,--,17614,20192,0,-397,18689,--,-1075,0.18
2014/01,2025,千興,1091306,1092952,-1646,--,--,-1646,24207,--,-25853,-12087,-37940,--,-37940,--,--,-37940,-8320,--,-46260,-37941,--,1,-46260,--,0,-0.13
2014/01,2027,大成鋼,11593841,9859690,1734151,--,--,1734151,1231756,--,502395,-159653,342742,130178,212564,--,--,212564,343414,--,555978,156269,--,56295,402605,--,153373,0.21
2014/01,2028,威致鋼鐵,2527947,2535136,-7189,--,--,-7189,80025,--,-87214,-24762,-111976,0,-111976,--,--,-111976,--,--,-111976,--,--,--,--,--,--,-0.42
2014/01,2029,盛餘,3950465,3464065,486400,--,--,486400,217964,--,268436,-50491,217945,50949,166996,--,--,166996,46,--,167042,166235,--,761,163719,--,3323,0.52
2014/01,2030,彰源,3026727,2745960,280767,--,--,280767,194890,--,85877,-21854,64023,11243,52780,--,--,52780,28574,--,81354,52780,--,0,81354,--,--,0.21
2014/01,2031,新光鋼,2150281,2009971,140310,--,--,140310,51942,30483,118851,-46593,72258,13375,58883,--,--,58883,-91258,--,-32375,61206,--,-2323,-30064,--,-2311,0.22
2014/01,2032,新鋼工業,833975,786935,47040,--,--,47040,26855,--,20185,3305,23490,3621,19869,--,--,19869,0,--,19869,--,--,--,--,--,--,0.15
2014/01,2033,佳大世界,196328,177091,19237,--,--,19237,21149,--,-1912,119,-1793,-586,-1207,0,--,-1207,8338,--,7131,--,--,--,--,--,--,-0.01
2014/01,2034,允強,6098832,5527338,571494,--,--,571494,262545,--,308949,33095,342044,45160,296884,0,--,296884,1779,--,298663,296884,--,0,298663,--,0,0.80
2014/01,2038,海光企業,3105806,3096380,9426,--,--,9426,47569,--,-38143,-13072,-51215,-8507,-42708,--,--,-42708,--,--,-42708,-42194,--,-514,-42194,--,-514,-0.24
2014/01,2049,上銀科技,3011970,1813094,1198876,--,--,1198876,616073,--,582803,57860,640663,142169,498494,--,--,498494,30594,--,529088,534238,--,-35744,564832,--,-35744,2.10
2014/01,2059,川湖,1010484,458451,552033,--,--,552033,136350,--,415683,124177,539860,71538,468322,--,--,468322,1962,--,470284,468322,--,--,470284,--,--,4.92
2014/01,2062,橋椿,1397751,1095886,301865,--,--,301865,144317,--,157548,-46589,110959,22134,88825,--,--,88825,57875,--,146700,88825,--,0,146700,--,0,0.54
2014/01,2101,南港輪胎,3166644,2644100,522544,--,--,522544,331573,0,190971,-12433,178538,36035,142503,--,--,142503,119623,--,262126,142503,--,--,262126,--,--,0.17
2014/01,2102,泰豐輪胎,2079326,1609693,469633,--,--,469633,271679,--,197954,6177,204131,43442,160689,--,--,160689,-5022,--,155667,160689,--,0,155667,--,0,0.39
2014/01,2103,台橡,7931514,6967077,964437,0,0,964437,518927,37813,483323,-126391,356932,85529,271403,0,--,271403,226517,--,497920,257649,--,13754,495421,--,2499,0.33
2014/01,2104,中橡,5467591,4540512,927079,--,--,927079,386579,--,540500,-86847,453653,257646,196007,--,--,196007,319534,--,515541,199241,--,-3234,510373,--,5168,0.37
2014/01,2105,正新,31591686,23057605,8534081,--,--,8534081,3132761,--,5401320,-565553,4835767,1138643,3697124,--,--,3697124,222940,--,3920064,3668317,--,28807,3892321,--,27743,1.13
2014/01,2106,建大,7901890,5877781,2024109,--,--,2024109,1026850,--,997259,81079,1078338,222234,856104,0,--,856104,268602,--,1124706,856104,0,0,1124706,0,0,1.12
2014/01,2107,厚生,821519,381881,439638,--,--,439638,92399,--,347239,19194,366433,21675,344758,--,--,344758,-71314,--,273444,344758,--,0,273444,--,0,0.69
2014/01,2108,南帝化工,1761393,1559073,202320,--,--,202320,192639,--,9681,21573,31254,4204,27050,--,--,27050,-9535,--,17515,23907,--,3143,14372,--,3143,0.06
2014/01,2109,華豐橡膠,1658152,1279429,378723,--,--,378723,242287,--,136436,-2384,134052,30359,103693,--,--,103693,71440,--,175133,64801,--,38892,107489,--,67644,0.19
2014/01,2114,鑫永銓,427099,285923,141176,--,--,141176,35723,--,105453,24487,129940,22090,107850,--,--,107850,-10,--,107840,107850,--,--,107840,--,--,1.76
2014/01,2115,F-六暉,629072,499254,129818,--,--,129818,71182,--,58636,2286,60922,13462,47460,--,--,47460,-434,--,47026,47460,--,--,47026,--,--,0.70
2014/01,2201,裕隆汽車,26124894,21939462,4185432,--,-723,4184709,3621756,--,562953,608632,1171585,222362,949223,--,--,949223,339841,--,1289064,797855,--,151368,1142145,--,146919,0.55
2014/01,2204,中華汽車,10097704,8244300,1853404,32585,--,1820819,1151267,--,669552,395619,1065171,170456,894715,--,--,894715,21457,--,916172,835512,--,59203,862303,--,53869,0.61
2014/01,2206,三陽工業,7999930,6950484,1049446,--,--,1049446,1266027,--,-216581,31571,-185010,-31955,-153055,--,--,-153055,163136,--,10081,-111835,--,-41220,891,--,9190,-0.13
2014/01,2207,和泰汽車,37782712,32534048,5248664,32434,11914,5228144,2583601,--,2644543,381475,3026018,521654,2504364,--,--,2504364,4873,--,2509237,2242124,--,262240,2237068,--,272169,4.11
2014/01,2208,台船公司,7169393,6990877,178516,--,--,178516,105722,--,72794,-18137,54657,1836,52821,--,--,52821,--,--,52821,52678,--,143,52678,--,143,0.07
2014/01,2227,裕隆日產,8179598,7229802,949796,--,--,949796,895539,--,54257,1382089,1436346,240787,1195559,--,--,1195559,393289,--,1588848,1195559,--,--,1588848,--,--,3.99
2014/01,2228,劍麟,881946,616973,264973,--,--,264973,123276,--,141697,24994,166691,39003,127688,--,--,127688,14539,--,142227,127688,--,--,142227,--,--,1.78
2014/01,2231,為升,443106,230669,212437,--,--,212437,58900,--,153537,13138,166675,24014,142661,--,--,142661,200,--,142861,141917,--,744,141541,--,1320,2.31
2014/01,2301,光寶科技,51741914,45320423,6421491,--,--,6421491,5022297,--,1399194,421035,1820229,391637,1428592,--,--,1428592,247062,--,1675654,1427781,--,811,1679687,--,-4033,0.62
2014/01,2302,麗正,169528,141270,28258,0,0,28258,45598,--,-17340,-2105,-19445,-49,-19396,0,--,-19396,10187,--,-9209,-19396,--,0,-9209,--,0,-0.12
2014/01,2303,聯電,31693585,25792207,5901378,--,--,5901378,5016196,55457,940639,350944,1291583,180776,1110807,--,--,1110807,4130280,--,5241087,1179698,--,-68891,5260712,--,-19625,0.09
2014/01,2305,全友電腦,187711,106630,81081,--,--,81081,96498,--,-15417,24489,9072,5451,3621,--,--,3621,-4244,--,-623,5442,--,-1821,1429,--,-2052,0.03
2014/01,2308,台達電,43035596,31598212,11437384,--,--,11437384,6332306,--,5105078,806048,5911126,986791,4924335,0,--,4924335,-45459,--,4878876,4568818,--,355517,4822004,--,56872,1.87
2014/01,2311,日月光,54699586,44350522,10349064,--,--,10349064,5279386,--,5069678,-786361,4283317,726839,3556478,--,--,3556478,1787899,--,5344377,3437872,--,118606,5176219,--,168158,0.45
2014/01,2312,金寶電子,10966741,10243840,722901,--,--,722901,504182,--,218719,166341,385060,-94064,479124,--,--,479124,148977,--,628101,500837,--,-21713,644878,--,-16777,0.37
2014/01,2313,華通,7191633,6231872,959761,--,--,959761,450652,1720,510829,-76027,434802,100463,334339,--,--,334339,-4665,--,329674,334339,--,0,329674,--,0,0.28
2014/01,2314,台揚科技,1597816,1427702,170114,--,--,170114,312927,--,-142813,-14825,-157638,6491,-164129,--,--,-164129,27074,--,-137055,-162221,--,-1908,-135162,--,-1893,-0.40
2014/01,2316,楠梓電,1519520,1343099,176421,--,--,176421,132883,--,43538,54566,98104,14011,84093,--,--,84093,-20663,--,63430,84093,--,--,63430,--,--,0.27
2014/01,2317,鴻海,883479325,830103420,53375905,--,--,53375905,32470186,--,20905719,4635150,25540869,5711079,19829790,--,--,19829790,4140244,--,23970034,19542763,--,287027,23973198,--,-3164,1.49
2014/01,2321,東訊,1514317,1400838,113479,--,--,113479,141822,--,-28343,36448,8105,0,8105,--,--,8105,-25256,--,-17151,-1927,--,10032,-27183,--,10032,-0.01
2014/01,2323,中環,3939122,3930648,8474,--,--,8474,478153,--,-469679,-37699,-507378,13049,-520427,--,--,-520427,138627,--,-381800,-517087,--,-3340,-374200,--,-7600,-0.19
2014/01,2324,仁寶電腦,170634865,163290486,7344379,--,--,7344379,5040257,--,2304122,-3772069,-1467947,656938,-2124885,--,--,-2124885,1254115,--,-870770,-2263546,--,138661,-1016709,--,145939,-0.53
2014/01,2325,矽品,18060370,14067669,3992701,--,1938,3994639,1602621,--,2392018,159253,2551271,460241,2091030,--,--,2091030,1239218,--,3330248,2091030,--,--,3330248,--,--,0.67
2014/01,2327,國巨,6545093,4923534,1621559,--,--,1621559,736970,--,884589,245312,1129901,172632,957269,--,--,957269,650746,--,1608015,950212,--,7057,1603236,--,4779,0.44
2014/01,2328,廣宇,3533028,3185083,347945,--,--,347945,279648,--,68297,-30120,38177,28417,9760,--,--,9760,-26308,--,-16548,-29415,--,39175,-97860,--,81312,-0.06
2014/01,2329,華泰電子,2976693,2581842,394851,0,0,394851,224608,--,170243,-17830,152413,52376,100037,-4066,--,95971,12732,--,108703,91900,--,4071,104632,--,4071,0.12
2014/01,2330,台積電,148215172,77836093,70379079,--,21017,70400096,17874995,-2741,52522360,779482,53301842,5456064,47845778,--,--,47845778,2414145,--,50259923,47870745,--,-24967,50283666,--,-23743,1.85
2014/01,2331,精英,12348418,11120177,1228241,--,--,1228241,957226,--,271015,99625,370640,85392,285248,--,--,285248,277533,--,562781,304478,--,-19230,577277,--,-14496,0.42
2014/01,2332,友訊科技,7181848,5159295,2022553,--,--,2022553,1936570,--,85983,44115,130098,44566,85532,--,--,85532,286855,--,372387,80524,--,5008,360865,--,11522,0.13
2014/01,2337,旺宏,4790063,3930307,859756,--,--,859756,2130793,--,-1271037,-13236,-1284273,1112,-1285385,--,--,-1285385,264975,--,-1020410,-1276260,--,-9125,-1011304,--,-9106,-0.36
2014/01,2338,光罩,430831,347252,83579,--,--,83579,69050,--,14529,21610,36139,9779,26360,--,--,26360,-4942,--,21418,23831,--,2529,16047,--,5371,0.10
2014/01,2340,光磊,1506017,1112900,393117,--,--,393117,222733,--,170384,17937,188321,59947,128374,--,--,128374,10378,--,138752,128372,--,2,138750,--,2,0.24
2014/01,2342,茂矽,459673,550534,-90861,--,--,-90861,78802,--,-169663,223904,54241,6804,47437,--,--,47437,-111525,--,-64088,49958,--,-2521,-61390,--,-2698,0.13
2014/01,2344,華邦電,8751022,6495987,2255035,--,--,2255035,1734068,--,520967,-12172,508795,111451,397344,--,--,397344,212489,--,609833,380093,--,17251,585727,--,24106,0.10
2014/01,2345,智邦科技,5251497,4427717,823780,--,-830,822950,774768,--,48182,151135,199317,10314,189003,--,--,189003,60691,--,249694,189195,--,-192,249845,--,-151,0.36
2014/01,2347,聯強國際,78150572,75544802,2605770,--,--,2605770,1717489,--,888281,292940,1181221,135846,1045375,--,--,1045375,1332848,--,2378223,994192,--,51183,2373979,--,4244,0.63
2014/01,2348,海悅,547830,253844,293986,--,--,293986,48774,--,245212,-1732,243480,--,243480,0,--,243480,0,--,243480,243550,--,-70,243550,--,-70,2.85
2014/01,2349,錸德科技,3130197,3550385,-420188,--,--,-420188,508512,--,-928700,20545,-908155,34441,-942596,--,--,-942596,191638,--,-750958,-853839,--,-88757,-728023,--,-22935,-0.33
2014/01,2351,順德,2243114,1899152,343962,--,--,343962,184572,--,159390,15102,174492,31747,142745,--,--,142745,18805,--,161550,131479,--,11266,150284,--,11266,0.73
2014/01,2352,佳世達,29813513,26263875,3549638,--,--,3549638,2751595,--,798043,-283749,514294,90845,423449,--,--,423449,186962,--,610411,284346,--,139103,451272,--,159139,0.14
2014/01,2353,宏碁,76724224,70349801,6374423,--,--,6374423,6384047,136868,127244,18700,145944,144817,1127,--,--,1127,1398019,--,1399146,1118,--,9,1399149,--,-3,0.00
2014/01,2354,鴻準,11197965,9575847,1622118,--,--,1622118,1112678,--,509440,-67518,441922,111463,330459,--,--,330459,673832,--,1004291,335760,--,-5301,1010112,--,-5821,0.26
2014/01,2355,敬鵬,5196260,4413552,782708,--,--,782708,323419,--,459289,174074,633363,130295,503068,--,--,503068,30086,--,533154,502447,--,621,512957,--,20197,1.26
2014/01,2356,英業達,116685109,110883442,5801667,--,--,5801667,3853445,--,1948222,756763,2704985,758302,1946683,--,--,1946683,341595,--,2288278,1893547,--,53136,2234902,--,53376,0.53
2014/01,2357,華碩,110335999,95525468,14810531,--,--,14810531,9770676,--,5039855,263439,5303294,880876,4422418,--,--,4422418,3638112,--,8060530,4361617,--,60801,7994813,--,65717,5.87
